0,xxxSNAMEyyy communication was sent in the month of May 2017 . -Manoj n/n,xxxSNAMEyyy communication was sent in the month of May 2017 . - Manoj,1,1
10159,xxxSNAMEyyy Hello and sorry to hear that you are having issues with those transfers . Can you please send me a D xxxURLyyy,xxxSNAMEyyy Hello and sorry to hear that you are having issues with those transfers . Can you please send me a Direct Message at  xxxURLyyy ?,1,1
10160,xxxSNAMEyyy Customer ID Select any one of the linked Cards Enter your ATM Card PIN and Expiry Date Reset your NetBanking password ( 4/5,xxxSNAMEyyy Customer ID Select any one of the linked Cards Enter your ATM Card PIN and Expiry Date Reset your NetBanking password .,1,1
10161,xxxSNAMEyyy My mobile number is 9836459862 Email id is personal.aryanxxxSNAMEyyy.com,xxxSNAMEyyy My mobile number is 9836459862 Email id is personal.aryanxxxSNAMEyyy.com,1,1
10162,xxxSNAMEyyy ticket no . : 3372760434,,1,-1
10163,"xxxSNAMEyyy linked with Aadhaar by 31st December , 2017 , failing which the accounts will become inoperative till xxxURLyyy","xxxSNAMEyyy linked with Aadhaar by 31/12/2017 , failing which the accounts will become inoperative till xxxURLyyy",1,1
10164,"xxxSNAMEyyy-i am a nri customer , not getting OTP sms on mobile for online transfer ... .please help","xxxSNAMEyyy-I am a NRI customer , not getting OTP SMS on mobile for online transfer . Please help.",0,1
10165,"xxxSNAMEyyy Dear Arnab Ray , please share the ticket reference number of the said complaint . We will look into it .","xxxSNAMEyyy Dear Arnab Ray , please share the ticket reference number of the said complaint . We will look into it .",1,1
10166,"xxxSNAMEyyy Hi , were here to help ; let me know what I can do . ^am","xxxSNAMEyyy Hi , we are here to help. Let me know what I can do .",1,1
10167,. xxxSNAMEyyy xxxSNAMEyyy IV applied to the close the account - 911010042733254 Cust id : 840410803 Please confirm the status,. xxxSNAMEyyy xxxSNAMEyyy I have applied to close the account - 911010042733254 . Customer ID : 840410803 Please confirm the status.,1,1
10168,xxxSNAMEyyy Ref No . TW1210170875 in the subject of your mail to help us track your e-mail . -Bejoy ( 3/3,xxxSNAMEyyy Reference Number ref in the subject of your mail to help us track your e-mail . -Bejoy .,1,1
10169,"xxxSNAMEyyy Hi Vivek , We have already taken up the matter on top priority with concerned branch and will respond to ( 1/2","xxxSNAMEyyy Hi Vivek , We have already taken up the matter on top priority with concerned branch and will respond to it .",1,1
10170,xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Dear SBI your Uran Branch System Server getting down every alternate days kindly do something itirritating,"xxxSNAMEyyy xxxSNAMEyyy xxxSNAMEyyy Dear SBI, your Uran Branch System Server getting down every alternate days kindly do something . It is irritating .",1,1
10171,"xxxSNAMEyyy Please share a copy of the mail along with your transaction details , account number and contact ( 1/3","xxxSNAMEyyy Please share a copy of the mail along with your transaction details , account number and contact details.",1,1
10172,xxxSNAMEyyy same day same bank cheque i deposited in axis and sbi . The clearance is done by axis bank in 3 working days . 1/2,"xxxSNAMEyyy Same day ,same bank cheque I deposited in AXIS and SBI . The clearance is done by axis bank in 3 working days . ",0,1
10173,xxxSNAMEyyy xxxSNAMEyyy my credit card was blocked on 10/10 due to a fault in your system called 12/10 no action,"xxxSNAMEyyy xxxSNAMEyyy my credit card was blocked on 10/10/2017 due to a fault in your system . I called back on 12/10/2017 ,  no action was taken.",0,1
10174,"xxxSNAMEyyy Bank reserves the right to decline a loan as per their discretion . Further , if you are not satisfied ( 1/3","xxxSNAMEyyy Bank reserves the right to decline a loan as per their discretion . Further , if you are not satisfied ",1,1
10175,xxxSNAMEyyy worst bank of india - hdfc bank,xxxSNAMEyyy worst bank of india - HDFC bank.,0,1
10176,xxxSNAMEyyy the issue on talktousxxxSNAMEyyy.com . Mention this Ref No . TW1810171309 in the subject of your mail so it 'll help us track ( 2/3,"xxxSNAMEyyy the issue on talktousxxxSNAMEyyy.com . Mention this Reference Number ref in the subject of your mail, so it will help us track the complaint.",1,1
10177,"xxxSNAMEyyy Website of HDFC Bank , SMS communication was triggered in the month of March 2017 , E-mail 7/n","xxxSNAMEyyy Website of HDFC Bank , SMS communication was triggered in the month of March 2017 , E-mail sent .",1,1
10178,xxxSNAMEyyy What are you talking about ? The banner ad you have in the xxxSNAMEyyy app keeps turning my music off whenever the banner shows up .,xxxSNAMEyyy What are you talking about ? The banner advertisement you have in the xxxSNAMEyyy app keeps turning my music off whenever the banner shows up .,0,1
10179,"xxxSNAMEyyy Hi Joe - I 'm sorry to hear about this ! If you 're still in need of assistance , feel free to DM us . I 'm happy to help . ^KK","xxxSNAMEyyy Hi Joe , I am sorry to hear about this ! If you are still in need of assistance , feel free to Direct Message us . I am happy to help . ",2,1
10180,"xxxSNAMEyyy Hi , thank you for sharing your email ID . Our official will get in touch with you .","xxxSNAMEyyy Hi , thank you for sharing your email ID . Our official will get in touch with you .",1,1
10181,xxxSNAMEyyy through phone/email . We advise all our customers not to fall prey to such fraudulent calls/emails . Any such attempt may ( 2/3,xxxSNAMEyyy through phone/email . We advise all our customers not to fall prey to such fraudulent calls/emails . Any such attempt may lead to losses.,1,1
10182,xxxSNAMEyyy Please use link below to share the location and let us know how we can help . ^mm xxxURLyyy,xxxSNAMEyyy Please use link below to share the location and let us know how we can help . xxxURLyyy,1,1
10183,xxxSNAMEyyy is it true u have stopped all teller transactions without Debit Card ? Even for depositing money into the account ?,xxxSNAMEyyy is it true u have stopped all teller transactions without Debit Card ? Even for depositing money into the account ?,0,1
10184,xxxSNAMEyyy registered contact info amp ; the issue on talktousxxxSNAMEyyy.com . Mention this Ref No . TW1710171179 in the subject of ( 2/3,xxxSNAMEyyy registered contact info and the issue on talktousxxxSNAMEyyy.com . Mention this Reference Number ref in the subject of the complaint.,1,1
10185,"xxxSNAMEyyy Currency notes entered into our ATMs are checked for quality and authenticity , hence the chances of them ( 1/3","xxxSNAMEyyy Currency notes entered into our ATMs are checked for quality and authenticity , hence the chances of them being fake are less.",2,1
10186,xxxSNAMEyyy Ok sir but i do n't have sbi account..what documents required sir ?,"xxxSNAMEyyy Okay sir. But I do not have SBI account . What documents are required, sir ?",1,1
10187,"xxxSNAMEyyy Hi Moin , Thanks you for sharing your details . I will ensure that it is taken up promptly . -Bejoy","xxxSNAMEyyy Hi Moin , Thanks you for sharing your details . I will ensure that it is taken up promptly . -Bejoy",2,1
10188,"xxxSNAMEyyy Hi , We like to confirm that TAT for international cheque clearance is 7-10 days . Please feel free to write to us ( 1/2","xxxSNAMEyyy Hi , We like to confirm that TAT for international cheque clearance is 7-10 days . Please feel free to write to us .",1,1
10189,Find out what 's worrying TheOfficialSBI more than the xxxHASHTAGyyy xxxURLyyy,Find out what 's worrying TheOfficialSBI more than the xxxHASHTAGyyy xxxURLyyy,0,1
10190,xxxSNAMEyyy Pls DM us your ZIP/phone # / with the best time to reach you and we will follow up with you . ^nw xxxURLyyy,xxxSNAMEyyy Please Direct Message us your ZIP/phone # / with the best time to reach you and we will follow up with you . xxxURLyyy,1,1
10191,xxxSNAMEyyy Please share contact no,,1,-1
10192,xxxSNAMEyyy Please note that we have now discontinued State Bank Freedom ( mobile banking app ) . We recommend you to use ( 1/4,xxxSNAMEyyy Please note that we have now discontinued State Bank Freedom ( mobile banking app ) . We recommend you to use (alternative app).,1,1
10193,"xxxSNAMEyyy You can reach out to our Claims department , they will provide your their direct fax number . ^cr","xxxSNAMEyyy You can reach out to our Claims department , they will provide your their direct fax number . ",1,1
10194,"xxxSNAMEyyy We regret the inconvenience caused . Please check again , if the issue still persists you may write to us at ( 1/3","xxxSNAMEyyy We regret the inconvenience caused . Please check again , if the issue still persists you may write to us at (the following contact).",1,1
10195,xxxSNAMEyyy Ive been banned for 180 days and I havent even done anything wrong . Im very disappointed . Case ID : PP-606-256-884-753 .,xxxSNAMEyyy I have been banned for 180 days and I have not even done anything wrong . I am very disappointed . Case ID : PP-606-256-884-753 .,0,1
10196,xxxSNAMEyyy i have deposited cheque 2 week before still amount is not credited ? customer care di connected d call amp ; didnt raisecomplain,xxxSNAMEyyy I have deposited a cheque 2 weeks before and still amount is not credited . Customer care officials connected the call and did not raise the complain.,0,1
10197,xxxSNAMEyyy Appreciate your response . Thank you,xxxSNAMEyyy Appreciate your response . Thank you,1,1
10198,xxxSNAMEyyy xxxSNAMEyyy Why ? U mean 'scamming ' is the exclusive birthright Copy Right of your breed of ppl - the AAPturds is it ? ?,xxxSNAMEyyy xxxSNAMEyyy Why ? You mean ' scamming  is the exclusive birthright Copy Right of your breed of people - the AAP turds is it ? ,0,1
10199,Pathetic service by xxxSNAMEyyy xxxSNAMEyyy Android app do n't work on latest OS which was released more than a month ago .,Pathetic service by xxxSNAMEyyy xxxSNAMEyyy Android app does not work on the latest OS which was released more than a month ago .,0,1
10200,"xxxSNAMEyyy Dear Aishwarya Yogesh , please note that accounts opened under the following schemes are exempt from ( 1/4","xxxSNAMEyyy Dear Aishwarya Yogesh, please note that accounts opened under the following schemes are exempt from",1,1
10201,xxxSNAMEyyy We 'll make sure this information is shared with that financial center . ^cr,xxxSNAMEyyy We will make sure this information is shared with that financial center.,1,1
10202,xxxSNAMEyyy xxxSNAMEyyy pls call me asap as it looks like xxxSNAMEyyy will never stop stooping down with their spam !,xxxSNAMEyyy xxxSNAMEyyy please call me as soon as possible as it looks like xxxSNAMEyyy will never stop stooping down with their spam !,0,1
10203,xxxSNAMEyyy Filed FIR in local police..it seems large scale data brach from SBI.u need to take up investigation xxxURLyyy,xxxSNAMEyyy Filed FIR in local police . it seems large scale data breach from SBI . you need to take up investigation xxxURLyyy,1,1
10204,xxxSNAMEyyy No call entire day ... so wow,xxxSNAMEyyy No call entire day. So wow,0,1
10205,xxxSNAMEyyy official xxxHASHTAGyyy y u r recruiting as per old notifications . V ll not allow others to wrk in Karna xxxURLyyy,xxxSNAMEyyy official xxxHASHTAGyyy why you are recruiting as per old notifications. We will not allow others to work in Karnataka xxxURLyyy,1,1
10206,"xxxSNAMEyyy Hello , rectify my account ed.kocholaxxxSNAMEyyy.com.so that I can send payment to other paypal account . xxxURLyyy","xxxSNAMEyyy Hello, rectify my account ed.kocholaxxxSNAMEyyy.com. So that I can send payment to other paypal account . xxxURLyyy",1,1
10207,xxxSNAMEyyy We will do our best to call you back at the time requested . ^ct,xxxSNAMEyyy We will do our best to call you back at the time requested.,1,1
10208,xxxSNAMEyyy xxxSNAMEyyy Not mandatory for NRI . I guess . Check with xxxSNAMEyyy,xxxSNAMEyyy xxxSNAMEyyy Not mandatory for NRI. I guess. Check with xxxSNAMEyyy,1,1
10209,xxxSNAMEyyy Pl reply when remang Retirees will get the benefit of Revised 5th 6thamp ; 7th pay revision.No reply from charman.Desk OP Agr,xxxSNAMEyyy Please reply when remaining Retirees will get the benefit of Revised 5th 6th and 7th pay revision. No reply from chairman.,1,1
10210,"xxxSNAMEyyy Asking for the communication mail in which you have shared the charges are revised , this by 10 days now xxxSNAMEyyy xxxSNAMEyyy","xxxSNAMEyyy Asking for the communication mail in which you have shared the charges are revised, this by 10 days now xxxSNAMEyyy xxxSNAMEyyy",1,1
10211,"xxxSNAMEyyy Dear Manish , please register a complaint at xxxURLyyy under category Advances . ( 1/2","xxxSNAMEyyy Dear Manish, please register a complaint at xxxURLyyy under category Advances.",1,1
10212,Phone banking say here was no issues debit card xxxURLyyy,Phone banking say here was no issues debit card xxxURLyyy,1,1
10213,xxxSNAMEyyy xxxSNAMEyyy I think legal actions should be takn now against the concerned athority.Shameful for SBI xxxURLyyy,xxxSNAMEyyy xxxSNAMEyyy I think legal actions should be taken now against the concerned authority. Shameful for SBI xxxURLyyy,0,1
10214,"xxxSNAMEyyy Hi , Abhijeet , Let us look in to it for you . Please share yourLoan details along with registered contact info amp ; ( 1/3","xxxSNAMEyyy Hi , Abhijeet , Let us look in to it for you. Please share your Loan details along with registered contact information and ",1,1
10215,"xxxSNAMEyyy Hi , its perfectly understandable that youre very upset about whats happened . Please share the reference number which you ( 1/2","xxxSNAMEyyy Hi , its perfectly understandable that you are very upset about what has happened. Please share the reference number which you",1,1
10216,xxxSNAMEyyy Thank you for the update . Please reach out to us in the future . Have a great day . ^il,xxxSNAMEyyy Thank you for the update. Please reach out to us in the future. Have a great day.,1,1
10217,"xxxSNAMEyyy Hi , thanks for reaching out ! Can you DM us with your PayPal email address and details about what 's xxxURLyyy","xxxSNAMEyyy Hi , thanks for reaching out ! Can you Direct Message us with your PayPal email address and details about what is xxxURLyyy",1,1
